id,name,current_price,market_cap,total_volume,high_24h,low_24h,price_change_percentage_24h,last_updated,time_stamp
safe,Safe,1.055,542702043,22644872.0,1.15,1.042,-8.58858,2024-12-27T02:34:12.027Z,27-12-2024 08-11-14
paypal-usd,PayPal USD,1.001,539743613,20979703.0,1.003,0.992025,0.06839,2024-12-27T02:34:11.467Z,27-12-2024 08-11-14
nervos-network,Nervos Network,0.01159913,527970243,48458418.0,0.0121797,0.01130708,-4.76671,2024-12-27T02:34:12.034Z,27-12-2024 08-11-14
pax-gold,PAX Gold,2647.37,526419216,12567771.0,2656.9,2628.4,0.42585,2024-12-27T02:34:11.760Z,27-12-2024 08-11-14
super-oeth,Super OETH,3375.61,525942328,1496729.0,3471.02,3304.11,-2.74891,2024-12-27T02:34:22.084Z,27-12-2024 08-11-14
apenft,APENFT,5.30463e-07,525290858,30738386.0,5.36673e-07,5.2425e-07,-1.15717,2024-12-27T02:34:19.774Z,27-12-2024 08-11-14
blur,Blur,0.248782,521678391,60650940.0,0.264925,0.243854,-6.09327,2024-12-27T02:34:22.095Z,27-12-2024 08-11-14
bitcoin-avalanche-bridged-btc-b,Avalanche Bridged BTC (Avalanche),96309.0,521360077,20271613.0,99144.0,95098.0,-2.49062,2024-12-27T02:34:20.168Z,27-12-2024 08-11-14
pumpbtc,pumpBTC,95089.0,506870352,261483.0,97884.0,93812.0,-2.61142,2024-12-27T02:34:11.385Z,27-12-2024 08-11-14
trust-wallet-token,Trust Wallet,1.21,502440530,13222525.0,1.26,1.18,-4.11613,2024-12-27T02:34:13.767Z,27-12-2024 08-11-14
magic-eden,Magic Eden,3.87,500753133,1135126474.0,4.26,3.33,11.07713,2024-12-27T02:34:23.063Z,27-12-2024 08-11-14
arkham,Arkham,1.5,500474514,66612713.0,1.56,1.46,-4.05386,2024-12-27T02:34:21.507Z,27-12-2024 08-11-14
dash,Dash,41.32,499449691,119595000.0,45.59,40.61,-9.36643,2024-12-27T02:34:22.584Z,27-12-2024 08-11-14
frax-ether,Frax Ether,3344.82,498892805,1330475.0,3467.37,3304.49,-3.50387,2024-12-27T02:34:22.887Z,27-12-2024 08-11-14
true-usd,TrueUSD,0.999454,495552683,27817205.0,1.005,0.992163,-0.01477,2024-12-27T02:34:13.837Z,27-12-2024 08-11-14
polygon-pos-bridged-weth-polygon-pos,Polygon PoS Bridged WETH (Polygon POS),3373.11,490062878,27255027.0,3470.96,3304.4,-2.81886,2024-12-27T02:34:11.625Z,27-12-2024 08-11-14
kava,Kava,0.450418,487422826,11870540.0,0.471757,0.438279,-4.52331,2024-12-27T02:34:09.110Z,27-12-2024 08-11-14
creditcoin-2,Creditcoin,1.18,485355879,14413469.0,1.2,1.13,-0.20167,2024-12-27T02:34:20.907Z,27-12-2024 08-11-14
usdx-money-usdx,usdx.money USDX,0.994696,461562657,14670.72,0.998755,0.990779,-0.12102,2024-12-27T02:34:13.656Z,27-12-2024 08-11-14
redbelly-network-token,Redbelly Network,0.446881,455999964,5020421.0,0.483622,0.377796,7.61091,2024-12-27T02:34:11.567Z,27-12-2024 08-11-14
morpho,Morpho,2.95,455743962,78866470.0,3.01,2.71,-1.48555,2024-12-27T02:34:10.878Z,27-12-2024 08-11-14
goatseus-maximus,Goatseus Maximus,0.454349,454651592,128039383.0,0.480935,0.442388,-5.52798,2024-12-27T02:34:21.758Z,27-12-2024 08-11-14
astar,Astar,0.060793,452178157,22466882.0,0.063218,0.058971,-3.8366,2024-12-27T02:34:20.206Z,27-12-2024 08-11-14
agentfun-ai,AgentFun.AI,4.5,448219381,27454.0,4.67,4.41,-3.68712,2024-12-27T02:34:19.559Z,27-12-2024 08-11-14
ondo-us-dollar-yield,Ondo US Dollar Yield,1.068,448143351,2554997.0,1.081,1.053,-0.18335,2024-12-27T02:34:18.884Z,27-12-2024 08-11-14
snek,Snek,0.00600231,446626925,2858998.0,0.00630006,0.00588106,-4.65427,2024-12-27T02:34:12.185Z,27-12-2024 08-11-14
tbtc,tBTC,95847.0,444804479,50250655.0,99108.0,95008.0,-2.78528,2024-12-27T02:34:20.096Z,27-12-2024 08-11-14
stader-ethx,Stader ETHx,3516.22,441003151,203400.0,3625.34,3444.17,-2.80759,2024-12-27T02:34:12.712Z,27-12-2024 08-11-14
sweth,Swell Ethereum,3628.25,440411238,188462.0,3734.78,3555.19,-2.8526,2024-12-27T02:34:12.939Z,27-12-2024 08-11-14
theta-fuel,Theta Fuel,0.064297,436776187,3367984.0,0.067024,0.063138,-4.06818,2024-12-27T02:34:13.095Z,27-12-2024 08-11-14
book-of-meme,BOOK OF MEME,0.00623578,429652022,157732708.0,0.00651864,0.00606671,-4.33916,2024-12-27T02:34:21.075Z,27-12-2024 08-11-14
ether-fi,Ether.fi,1.96,427216541,124742398.0,2.0,1.86,-2.06725,2024-12-27T02:34:21.360Z,27-12-2024 08-11-14
holotoken,Holo,0.0023868,424288173,11865177.0,0.00251327,0.00230942,-5.0318,2024-12-27T02:34:22.435Z,27-12-2024 08-11-14
telcoin,Telcoin,0.00536108,417330396,2444260.0,0.00557343,0.00523606,-3.78524,2024-12-27T02:34:18.118Z,27-12-2024 08-11-14
zilliqa,Zilliqa,0.02122501,410531087,28600930.0,0.02232155,0.02078527,-4.91249,2024-12-27T02:34:16.199Z,27-12-2024 08-11-14
hashnote-usyc,Hashnote USYC,1.081,406184870,3352.63,1.089,1.065,0.19933,2024-12-27T02:34:21.915Z,27-12-2024 08-11-14
usdb,USDB,0.99755,404750076,1519419.0,1.032,0.985227,1.03476,2024-12-27T02:34:13.761Z,27-12-2024 08-11-14
0x,0x Protocol,0.471096,399740573,51703069.0,0.500809,0.457469,-5.93305,2024-12-27T02:34:19.538Z,27-12-2024 08-11-14
verus-coin,Verus,5.11,399046732,17279.41,5.3,5.07,-3.08116,2024-12-27T02:34:13.845Z,27-12-2024 08-11-14
woo-network,WOO,0.214018,398566456,17556877.0,0.223387,0.207256,-4.19399,2024-12-27T02:34:14.317Z,27-12-2024 08-11-14
enjincoin,Enjin Coin,0.220666,394408551,21987082.0,0.235355,0.216477,-6.24089,2024-12-27T02:34:21.300Z,27-12-2024 08-11-14
stepn,GMT,0.150731,394203423,392132707.0,0.166728,0.129915,14.63771,2024-12-27T02:34:12.580Z,27-12-2024 08-11-14
convex-finance,Convex Finance,4.77,392655907,41879992.0,4.91,4.38,-2.72482,2024-12-27T02:34:21.176Z,27-12-2024 08-11-14
neiro-3,Neiro,0.00093029,391712397,116094721.0,0.0009999,0.00091295,-6.96142,2024-12-27T02:34:22.169Z,27-12-2024 08-11-14
bridged-usdc-polygon-pos-bridge,Bridged USDC (Polygon PoS Bridge),0.999353,391231010,27894721.0,1.003,0.996493,-0.0181,2024-12-27T02:34:21.579Z,27-12-2024 08-11-14
aethir,Aethir,0.067804,385963419,39683116.0,0.073633,0.067296,-7.91527,2024-12-27T02:34:19.872Z,27-12-2024 08-11-14
just,JUST,0.03844951,380781736,35867756.0,0.03902696,0.03754661,-1.4796,2024-12-27T02:34:22.871Z,27-12-2024 08-11-14
quantixai,QuantixAI,84.11,377900350,4963542.0,87.98,83.26,-4.28749,2024-12-27T02:34:11.582Z,27-12-2024 08-11-14
staked-frax-ether,Staked Frax Ether,3732.77,377125025,881910.0,3847.45,3666.02,-2.98067,2024-12-27T02:34:22.404Z,27-12-2024 08-11-14
io,io.net,2.91,375076699,111537019.0,3.04,2.81,-4.2982,2024-12-27T02:34:22.439Z,27-12-2024 08-11-14
celo,Celo,0.664016,369855515,44210641.0,0.701143,0.645951,-5.29526,2024-12-27T02:34:21.559Z,27-12-2024 08-11-14
binance-peg-busd,Binance-Peg BUSD,1.003,368692252,12232684.0,1.018,0.998873,-0.41822,2024-12-27T02:34:21.676Z,27-12-2024 08-11-14
harmony,Harmony,0.02994766,368587877,32359863.0,0.03232842,0.02904294,-7.36428,2024-12-27T02:34:22.025Z,27-12-2024 08-11-14
basic-attention-token,Basic Attention,0.244405,366287298,68199391.0,0.257558,0.241142,-4.79323,2024-12-27T02:34:20.812Z,27-12-2024 08-11-14
memecoin-2,Memecoin,0.01075395,364191877,90729413.0,0.01107328,0.01046286,-2.88381,2024-12-27T02:34:23.128Z,27-12-2024 08-11-14
sats-ordinals,SATS (Ordinals),1.72891e-07,363573769,20956084.0,1.79131e-07,1.67388e-07,-3.48311,2024-12-27T02:34:11.970Z,27-12-2024 08-11-14
ethereum-pow-iou,EthereumPoW,3.35,360871707,17192482.0,3.4,3.18,-1.60483,2024-12-27T02:34:21.353Z,27-12-2024 08-11-14
benqi-liquid-staked-avax,BENQI Liquid Staked AVAX,44.48,357087441,2419678.0,47.12,43.69,-5.57162,2024-12-27T02:34:21.520Z,27-12-2024 08-11-14
ankr,Ankr Network,0.03534078,353522864,17400419.0,0.03745227,0.0346337,-5.63782,2024-12-27T02:34:19.859Z,27-12-2024 08-11-14
liquid-staked-ethereum,Liquid Staked ETH,3583.86,353127526,19348.2,3692.58,3516.38,-2.94406,2024-12-27T02:34:22.878Z,27-12-2024 08-11-14
clearpool,Clearpool,0.482463,352205559,8868596.0,0.517697,0.466236,-5.67867,2024-12-27T02:34:20.965Z,27-12-2024 08-11-14
iotex,IoTeX,0.03697373,349308429,13605469.0,0.03847376,0.03589725,-3.89885,2024-12-27T02:34:22.647Z,27-12-2024 08-11-14
